Age,d18O
87750,-41.96
87800,-41.96
87800,-41.97
87850,-41.97
87850,-42.04
87900,-42.04
87900,-41.84
87950,-41.84
87950,-41.51
88000,-41.51
88000,-41.6
88050,-41.6
88050,-41.79
88100,-41.79
88100,-41.54
88150,-41.54
88150,-41.74
88200,-41.74
88200,-41.84
88250,-41.84
88250,-41.59
88300,-41.59
88300,-41.19
88350,-41.19
88350,-40.47
88400,-40.47
88400,-39.87
88450,-39.87
88450,-39.1
88500,-39.1
88500,-40
88550,-40
88550,-40.59
88600,-40.59
88600,-40.5
88650,-40.5
88650,-40
88700,-40
88700,-39.69
88750,-39.69
88750,-39.32
88800,-39.32
88800,-38.92
88850,-38.92
88850,-39.14
88900,-39.14
88900,-39.79
88950,-39.79
88950,-39.21
89000,-39.21
89000,-38.97
89050,-38.97
89050,-38.61
89100,-38.61
89100,-38.81
89150,-38.81
89150,-39.22
89200,-39.22
89200,-38.94
89250,-38.94
89250,-38.83
89300,-38.83
89300,-38.53
89350,-38.53
89350,-38.55
89400,-38.55
89400,-38.89
89450,-38.89
89450,-39.01
89500,-39.01
89500,-39.43
89550,-39.43
89550,-39.67
89600,-39.67
89600,-39.29
89650,-39.29
89650,-38.87
89700,-38.87
89700,-38.3
89750,-38.3
89750,-38.35
89800,-38.35
89800,-38.47
89850,-38.47
89850,-38.48
89900,-38.48
89900,-38.18
89950,-38.18
89950,-38.62
90000,-38.62
90000,-38.47
90050,-38.47
90050,-37.9
90100,-37.9
90100,-37.96
90150,-37.96
90150,-38.18
90200,-38.18
90200,-37.86
90250,-37.86
90250,-38
90300,-38
90300,-37.75
90350,-37.75
90350,-37.68
90400,-37.68
90400,-38.02
90450,-38.02
90450,-38.14
90500,-38.14
90500,-39.13
90550,-39.13
90550,-38.49
90600,-38.49
90600,-38.19
90650,-38.19
90650,-37.97
90700,-37.97
90700,-38.45
90750,-38.45
90750,-39.92
90800,-39.92
90800,-40.24
90850,-40.24
90850,-39.87
90900,-39.87
90900,-39.88
90950,-39.88
90950,-39.99
91000,-39.99
91000,-39.86
91050,-39.86
91050,-39.94
91100,-39.94
91100,-39.64
91150,-39.64
91150,-39.46
91200,-39.46
91200,-39.38
91250,-39.38
91250,-39.6
91300,-39.6
91300,-39.61
91350,-39.61
91350,-39.5
91400,-39.5
91400,-39.58
91450,-39.58
91450,-39.75
91500,-39.75
91500,-39.78
91550,-39.78
91550,-39.57
91600,-39.57
91600,-39.27
91650,-39.27
91650,-39.4
91700,-39.4
91700,-39.51
91750,-39.51
91750,-39.5
91800,-39.5
91800,-39.6
91850,-39.6
91850,-39.11
91900,-39.11
91900,-39.79
91950,-39.79
91950,-39.6
92000,-39.6
92000,-39.68
92050,-39.68
92050,-39.86
92100,-39.86
92100,-39.87
92150,-39.87
92150,-39.89
92200,-39.89
92200,-39.86
92250,-39.86
92250,-40.21
92300,-40.21
92300,-39.97
92350,-39.97
92350,-39.56
92400,-39.56
92400,-39.14
92450,-39.14
92450,-39.26
92500,-39.26
92500,-39.64
92550,-39.64
92550,-39.8
92600,-39.8
92600,-39.91
92650,-39.91
92650,-39.62
92700,-39.62
92700,-39.77
92750,-39.77
92750,-39.64
92800,-39.64
92800,-40.04
92850,-40.04
92850,-40.18
92900,-40.18
92900,-39.76
92950,-39.76
92950,-39.33
93000,-39.33
93000,-39.79
93050,-39.79
93050,-39.26
93100,-39.26
93100,-39.69
93150,-39.69
93150,-39.75
93200,-39.75
93200,-39.97
93250,-39.97
93250,-39.74
93300,-39.74
93300,-39.57
93350,-39.57
93350,-39.67
93400,-39.67
93400,-39.88
93450,-39.88
93450,-40.45
93500,-40.45
93500,-40.05
93550,-40.05
93550,-39.98
93600,-39.98
93600,-39.96
93650,-39.96
93650,-39.93
93700,-39.93
93700,-39.92
93750,-39.92
93750,-40.29
93800,-40.29
93800,-39.35
93850,-39.35
93850,-39.43
93900,-39.43
93900,-39.72
93950,-39.72
93950,-39.85
94000,-39.85
94000,-39.69
94050,-39.69
94050,-39.55
94100,-39.55
94100,-39.85
94150,-39.85
94150,-39.18
94200,-39.18
94200,-39.81
94250,-39.81
94250,-39.9
94300,-39.9
94300,-39.78
94350,-39.78
94350,-39.73
94400,-39.73
94400,-39.69
94450,-39.69
94450,-39.41
94500,-39.41
94500,-39.05
94550,-39.05
94550,-39.39
94600,-39.39
94600,-39.58
94650,-39.58
94650,-39.29
94700,-39.29
94700,-39.11
94750,-39.11
94750,-38.97
94800,-38.97
94800,-39.47
94850,-39.47
94850,-39.73
94900,-39.73
94900,-39.63
94950,-39.63
94950,-39.6
95000,-39.6
95000,-39.51
95050,-39.51
95050,-39.62
95100,-39.62
95100,-39.96
95150,-39.96
95150,-39.88
95200,-39.88
95200,-39.68
95250,-39.68
95250,-39.39
95300,-39.39
95300,-39.2
95350,-39.2
95350,-39.38
95400,-39.38
95400,-39.44
95450,-39.44
95450,-39.13
95500,-39.13
95500,-39.49
95550,-39.49
95550,-39.27
95600,-39.27
95600,-38.76
95650,-38.76
95650,-38.88
95700,-38.88
95700,-39.19
95750,-39.19
95750,-39.38
95800,-39.38
95800,-39.23
95850,-39.23
95850,-38.8
95900,-38.8
95900,-38.73
95950,-38.73
95950,-39.2
96000,-39.2
96000,-39.3
96050,-39.3
96050,-39.24
96100,-39.24
96100,-38.77
96150,-38.77
96150,-38.77
96200,-38.77
96200,-38.79
96250,-38.79
96250,-38.66
96300,-38.66
96300,-38.87
96350,-38.87
96350,-38.68
96400,-38.68
96400,-38.84
96450,-38.84
96450,-38.99
96500,-38.99
96500,-38.83
96550,-38.83
96550,-38.5
96600,-38.5
96600,-38.6
96650,-38.6
96650,-39.01
96700,-39.01
96700,-38.8
96750,-38.8
96750,-38.45
96800,-38.45
96800,-38.49
96850,-38.49
96850,-38.21
96900,-38.21
96900,-38.34
96950,-38.34
96950,-38.28
97000,-38.28
97000,-38.36
97050,-38.36
97050,-38.89
97100,-38.89
97100,-39.04
97150,-39.04
97150,-39.36
97200,-39.36
97200,-39.17
97250,-39.17
97250,-38.13
97300,-38.13
97300,-38.54
97350,-38.54
97350,-38.81
97400,-38.81
97400,-38.9
97450,-38.9
97450,-38.93
97500,-38.93
97500,-38.8
97550,-38.8
97550,-38.7
97600,-38.7
97600,-38.64
97650,-38.64
97650,-38.43
97700,-38.43
97700,-38.54
97750,-38.54
97750,-38.35
97800,-38.35
97800,-38.36
97850,-38.36
97850,-38.38
97900,-38.38
97900,-38.03
97950,-38.03
97950,-37.97
98000,-37.97
98000,-37.93
98050,-37.93
98050,-39.15
98100,-39.15
98100,-38.75
98150,-38.75
98150,-38.27
98200,-38.27
98200,-38.51
98250,-38.51
98250,-38.61
98300,-38.61
98300,-38.62
98350,-38.62
98350,-38.51
98400,-38.51
98400,-38.44
98450,-38.44
98450,-38.63
98500,-38.63
98500,-38.53
98550,-38.53
98550,-38.38
98600,-38.38
98600,-38.52
98650,-38.52
98650,-38.47
98700,-38.47
98700,-38.44
98750,-38.44
98750,-38.82
98800,-38.82
98800,-38.56
98850,-38.56
98850,-38.55
98900,-38.55
98900,-38.27
98950,-38.27
98950,-38.36
99000,-38.36
99000,-38.02
99050,-38.02
99050,-38.12
99100,-38.12
99100,-38.21
99150,-38.21
99150,-38.07
99200,-38.07
99200,-37.92
99250,-37.92
99250,-37.68
99300,-37.68
99300,-37.38
99350,-37.38
99350,-37.9
99400,-37.9
99400,-38.29
99450,-38.29
99450,-37.86
99500,-37.86
99500,-38.62
99550,-38.62
99550,-38.49
99600,-38.49
99600,-38.05
99650,-38.05
99650,-38.19
99700,-38.19
99700,-38.36
99750,-38.36
99750,-38.31
99800,-38.31
99800,-38.21
99850,-38.21
99850,-37.84
99900,-37.84
99900,-37.72
99950,-37.72
99950,-38.07
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-36,
-36,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-36,
-36,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-36,
-36,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-39,
-39,
-40,
-40,
-40,
-40,
-40,
-40,
-39,
-39,
-39,
-39,
-37,
-37,
-37,
-37,
-38,
-38,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-39,
-39,
-39,
-39,
-40,
-40,
-40,
-40,
-40,
-40,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-39,
-39,
-40,
-40,
-39,
-39,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-38,
-38,
-37,
-37,
-37,
-37,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-36,
-36,
-37,
-37,
-38,
-38,
-40,
-40,
-41,
-41,
-41,
-41,
-41,
-41,
-40,
-40,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-40,
-40,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-42,
-42,
-42,
-42,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-42,
-42,
-42,
-42,
-42,
-42,
-42,
-42,
-42,
-42,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-41,
-40,
-40,
-39,
-39,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-40,
-39,
-39,
-40,
-40,
-40,
-40,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-38,
-38,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-38,
-38,
-39,
-39,
-38,
-38,
-38,
-38,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-38,
-38,
-38,
-38,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-39,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-38,
-38,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-37,
-36,
-36,
-37,
-37,
-37,
-37,
-36,
-36,
-36,
-36,
-36,
-36,
-36,
-36,
-36,
-36,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-35,
-34,
-34,
-34,
-34,
-35,
-35,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-32,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-33,
-32,
-32,
-32,
-32,
-33,
-33,
-33,
-33,
