"","age","agetype","ageolder","ageyounger","chronologyid","chronologyname","units","value","context","element","taxonid","symmetry","taxongroup","elementtype","variablename","ecologicalgroup","analysisunitid","sampleanalyst","sampleid","depth","thickness","samplename","datasetid","database","datasettype","age_range_old","age_range_young","datasetnotes","siteid","sitename","lat","long","area","sitenotes","description","elev","collunitid","new_age"
"11",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",1,NA,"pollen/spore",313,NA,"Unidentified palynomorphs","pollen/spore","Unknown","UNID",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"12",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",2,NA,"pollen",44,NA,"Vascular plants","pollen","Carya","TRSH",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"13",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",2,NA,"pollen",298,NA,"Vascular plants","pollen","Taxodium","TRSH",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"14",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",2,NA,"pollen",910,NA,"Vascular plants","pollen","Arecaceae undiff.","PALM",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"15",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",2,NA,"pollen",1354,NA,"Vascular plants","pollen","Xyris","UPHE",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"16",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",3,NA,"pollen",54,NA,"Vascular plants","pollen","Amaranthaceae undiff.","UPHE",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"17",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",7,NA,"pollen",383,NA,"Vascular plants","pollen","Myrica","TRSH",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"18",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",9,NA,"pollen",534,NA,"Vascular plants","pollen","Cupressaceae undiff.","TRSH",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"19",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",10,NA,"pollen",74,NA,"Vascular plants","pollen","Cyperaceae","UPHE",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"20",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",13,NA,"pollen",16,NA,"Vascular plants","pollen","Ambrosia-type","UPHE",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"21",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",14,NA,"pollen",212,NA,"Vascular plants","pollen","Pinus subg. Pinus","TRSH",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"22",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",27,NA,"pollen",251,NA,"Vascular plants","pollen","Quercus","TRSH",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"23",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",31,NA,"pollen",417,NA,"Vascular plants","pollen","Poaceae","UPHE",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"24",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",47,NA,"spore",139,NA,"Vascular plants","spore","Isoëtes","AQVP",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"25",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","NISP",356,NA,"pollen",216,NA,"Vascular plants","pollen","Pinus undiff.","TRSH",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"26",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","number",105,NA,"counted",324,NA,"Laboratory analyses","counted","Microspheres","LABO",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"27",1060,"Calibrated radiocarbon years BP",1366,680,11349,"Neotoma 2","number/ml",90370,NA,"concentration",325,NA,"Laboratory analyses","concentration","Microsphere suspension","LABO",136306,"Hansen, Barbara C. S.","171058",69,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1025.5
"28",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","ml",0.5,NA,"quantity added",325,NA,"Laboratory analyses","quantity added","Microsphere suspension","LABO",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"29",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","ml",0.5,NA,"volume",276,NA,"Laboratory analyses","volume","Sample quantity","LABO",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"30",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",3,NA,"Vascular plants","pollen","Acer saccharum-type","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"31",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",13,NA,"Vascular plants","pollen","Alnus incana-type","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"32",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",114,NA,"Vascular plants","pollen","Fraxinus undiff.","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"33",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",193,NA,"Vascular plants","pollen","Nyssa","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"34",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",197,NA,"Vascular plants","pollen","Ostrya/Carpinus","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"35",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",236,NA,"Vascular plants","pollen","Pontederiaceae","AQVP",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"36",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",310,NA,"Vascular plants","pollen","Ulmus","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"37",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",320,NA,"Vascular plants","pollen","Vitis","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"38",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",428,NA,"Vascular plants","pollen","Rhexia-type","UPHE",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"39",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",486,NA,"Vascular plants","pollen","Rhynchospora-type","AQVP",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"40",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",1028,NA,"Vascular plants","pollen","Podocarpus","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"41",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen",33578,NA,"Vascular plants","pollen","Polygonum polygamum-type","UPHE",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"42",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"pollen/spore",313,NA,"Unidentified palynomorphs","pollen/spore","Unknown","UNID",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"43",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1,NA,"spore",335,NA,"Vascular plants","spore","Matteuccia","VACR",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"44",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",1.5,NA,"spore",509,NA,"Vascular plants","spore","Osmunda","VACR",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"45",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",2,NA,"pollen",751,NA,"Vascular plants","pollen","Typha","AQVP",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"46",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",2,NA,"pollen",1354,NA,"Vascular plants","pollen","Xyris","UPHE",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"47",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",2,NA,"pollen/spore",312,NA,"Unidentified palynomorphs","pollen/spore","Indeterminable","UNID",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"48",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",3,NA,"pollen",298,NA,"Vascular plants","pollen","Taxodium","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"49",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",3,NA,"pollen",456,NA,"Vascular plants","pollen","Iva frutescens-type","UPHE",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"50",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",4,NA,"pollen",38016,NA,"Vascular plants","pollen","Cladium mariscus subsp. jamaicense","AQVP",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"51",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",5,NA,"pollen",74,NA,"Vascular plants","pollen","Cyperaceae","UPHE",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"52",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",5,NA,"pollen",307,NA,"Vascular plants","pollen","Asteroideae undiff.","UPHE",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
"53",1192,"Calibrated radiocarbon years BP",1441,848,11349,"Neotoma 2","NISP",6,NA,"pollen",44,NA,"Vascular plants","pollen","Carya","TRSH",136309,"Hansen, Barbara C. S.","171059",77,1,NA,"19620","North American Pollen Database","pollen",66156,680,NA,"2570","Lake Tulane",27.58541,-81.503984,NA,NA,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.",35,"14739",1153
